"","title","artist","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","duration_sec","like"
"763","Teach Me How to Dougie","Cali Swag District",0.2,0.846,0.438,9.43e-05,11,0.0939,-4.981,1,0.141,85.013,4,0.512,237.48,"0"
"764","How Deep Is Your Love","Calvin Harris",0.0389,0.738,0.868,0.00171,11,0.388,-4.373,0,0.0731,122.003,4,0.336,212.64,"0"
"765","Best Life (feat. Chance The Rapper)","Cardi B",0.287,0.62,0.625,0,9,0.314,-7.438,1,0.553,167.911,4,0.665,284.856,"0"
"766","Call Me Maybe","Carly Rae Jepsen",0.0123,0.778,0.585,0,7,0.108,-6.502,1,0.0435,120.069,4,0.626,193.4,"0"
"767","Bright Lights Bigger City","CeeLo Green",0.000282,0.632,0.749,1.31e-05,4,0.73,-5.125,1,0.0294,108.994,4,0.702,218.28,"0"
"768","Fuck You","CeeLo Green",0.129,0.69,0.834,0,0,0.136,-5.79,1,0.0566,127.43,4,0.738,222.933,"0"
"769","Kung Fu Fighting","CeeLo Green",0.0148,0.674,0.666,0,4,0.346,-10.826,0,0.131,110.025,4,0.213,149.307,"0"
"770","Mixtape (feat. Young Thug & Lil Yachty)","Chance the Rapper",0.0498,0.838,0.43,1.59e-05,1,0.0977,-5.868,1,0.281,126.981,4,0.126,292.91,"0"
"771","Smoke Break (feat. Future)","Chance the Rapper",0.257,0.705,0.453,0,3,0.143,-8.174,1,0.196,124.942,4,0.283,226.494,"0"
"772","Boom Clap","Charli XCX",0.154,0.659,0.911,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,0.576,169.866,"0"
"773","Marvin Gaye (feat. Meghan Trainor)","Charlie Puth",0.417,0.795,0.616,0,1,0.349,-5.281,0,0.06,110.015,4,0.815,190.453,"0"
"774","Le Freak","CHIC",0.0453,0.867,0.746,0,7,0.123,-7.445,1,0.0475,118.616,4,0.933,327.573,"0"
"775","I Don't Like","Chief Keef",0.000869,0.754,0.877,0,2,0.0576,-3.486,1,0.0586,132.033,4,0.538,295.867,"0"
"776","Love Sosa","Chief Keef",0.0324,0.771,0.416,0,0,0.111,-8.188,0,0.0894,131.952,4,0.218,246.573,"0"
"777","3005","Childish Gambino",0.149,0.473,0.461,0,6,0.0973,-6.474,0,0.333,165.985,4,0.615,234.213,"0"
"778","Redbone","Childish Gambino",0.199,0.743,0.359,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,0.587,326.933,"0"
"779","One, Two Step","Ciara",0.042,0.944,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.842,203.787,"0"
"780","You Make Me Feel... - feat. Sabi","Cobra Starship",0.0191,0.668,0.857,6.71e-06,7,0.0385,-2.944,0,0.0535,131.959,4,0.748,215.693,"0"
"781","Bubbly","Colbie Caillat",0.594,0.664,0.491,0,9,0.11,-6.544,1,0.042,127.97,4,0.24,196.28,"0"
"782","Try","Colbie Caillat",0.791,0.607,0.367,0,1,0.106,-9.758,1,0.0288,139.959,4,0.546,224.573,"0"
"783","A Sky Full of Stars","Coldplay",0.00713,0.551,0.636,0.00203,6,0.217,-7.125,1,0.0281,124.996,4,0.153,268.467,"0"
"784","Fix You","Coldplay",0.163,0.209,0.418,0.00195,3,0.113,-8.74,1,0.0338,138.265,4,0.123,295.533,"0"
"785","The Scientist","Coldplay",0.727,0.56,0.442,1.71e-05,5,0.11,-7.224,1,0.0243,146.448,4,0.212,309.6,"0"
"786","Yellow","Coldplay",0.00239,0.429,0.661,0.00013,11,0.234,-7.227,1,0.0281,173.365,4,0.285,266.773,"0"
"787","Girls Just Wanna Have Fun","Cyndi Lauper",0.345,0.695,0.761,4.79e-05,6,0.384,-4.624,1,0.0345,120.302,4,0.79,230.573,"0"
"788","Listen to Your Heart (featuring Edmee) - Edmee's Unplugged Vocal Edit","D.H.T.",0.844,0.558,0.268,0,9,0.098,-9.238,0,0.0305,144.712,4,0.184,271.04,"0"
"789","Get Lucky","Daft Punk",0.0378,0.81,0.793,1.82e-06,6,0.072,-9.404,0,0.0403,116.049,4,0.863,369.627,"0"
"790","Harder Better Faster Stronger","Daft Punk",0.0427,0.817,0.716,0.00263,6,0.358,-8.898,0,0.144,123.475,4,0.692,224.693,"0"
"791","Wagon Wheel","Darius Rucker",0.456,0.529,0.663,0,9,0.142,-7.138,1,0.0306,148.102,4,0.592,298.4,"0"
"792","I Will Follow You Into The Dark","Death Cab for Cutie",0.924,0.517,0.206,0,5,0.118,-12.233,1,0.0421,80.401,4,0.489,189.187,"0"
"793","Pour Some Sugar On Me - Remastered 2017","Def Leppard",0.00224,0.529,0.956,0,1,0.284,-4.891,0,0.0699,84.966,4,0.591,267.307,"0"
"794","Come On Eileen","Dexys Midnight Runners",0.648,0.45,0.658,3.14e-06,2,0.264,-7.064,1,0.0472,106.799,4,0.781,287.307,"0"
"795","Coming Home","Diddy - Dirty Money",0.155,0.353,0.822,0,7,0.332,-1.866,1,0.232,167.905,4,0.237,238.693,"0"
"796","Hello Good Morning","Diddy - Dirty Money",0.061,0.628,0.952,0,7,0.656,-2.491,1,0.226,103.945,4,0.53,268.747,"0"
"797","Runaround Sue","Dion",0.451,0.364,0.607,0,2,0.251,-9.791,1,0.125,79.987,4,0.598,171.6,"0"
"798","White Noise","Disclosure",0.00963,0.667,0.848,0.000213,10,0.317,-6.164,0,0.05,119.975,4,0.901,277.688,"0"
"799","Fed Up - Feat. Usher, Drake, Rick Ross & Young Jeezy","DJ Khaled",0.0707,0.349,0.795,0,8,0.481,-5.013,0,0.354,178.059,4,0.552,209.92,"0"
"800","Jolene","Dolly Parton",0.566,0.674,0.537,0,1,0.131,-10.971,0,0.0363,110.578,4,0.809,161.533,"0"
"801","Controlla","Drake",0.0873,0.545,0.478,0,10,0.114,-11.066,0,0.287,92.326,4,0.317,245.227,"0"
"802","Crew Love","Drake",0.25,0.421,0.537,0,0,0.173,-8.956,0,0.244,160.474,4,0.376,208.813,"0"
"803","Energy","Drake",0.329,0.743,0.571,0,11,0.522,-8.038,1,0.505,172.056,4,0.571,181.933,"0"
"804","Fancy","Drake",0.328,0.652,0.894,0,0,0.354,-5.701,0,0.398,87.59,4,0.262,319.387,"0"
"805","Fireworks","Drake",0.48,0.649,0.759,0,0,0.151,-6.483,1,0.342,92.067,4,0.527,313.28,"0"
"806","Free Smoke","Drake",0.0621,0.617,0.492,0,10,0.484,-7.588,0,0.448,141.953,4,0.208,218.674,"0"
"807","Headlines","Drake",0.34,0.649,0.558,0.000266,6,0.0912,-7.336,0,0.0834,152.017,4,0.379,235.987,"0"
"808","Hold On, We're Going Home","Drake",0.00349,0.772,0.407,2.4e-05,6,0.0705,-7.442,0,0.0907,100.006,4,0.292,227.88,"0"
"809","Hotline Bling","Drake",0.00302,0.903,0.621,0.000186,2,0.0504,-8.132,1,0.0578,134.969,4,0.553,267.067,"0"
"810","HYFR (Hell Ya Fucking Right)","Drake",0.145,0.597,0.622,0,7,0.117,-8.635,0,0.212,139.954,4,0.375,206.627,"0"
"811","I'm Goin In","Drake",0.0393,0.658,0.756,0,1,0.0988,-8.366,1,0.374,169.975,4,0.534,225.267,"0"
"812","Karaoke","Drake",0.0141,0.767,0.646,0.0147,0,0.0812,-9.229,1,0.118,150.962,4,0.952,227.96,"0"
"813","Look What You've Done","Drake",0.512,0.494,0.349,0,3,0.0965,-14.588,0,0.364,135.151,4,0.269,301.96,"0"
"814","One Dance","Drake",0.00842,0.796,0.61,0.00286,1,0.351,-5.857,1,0.0516,103.99,4,0.391,173.987,"0"
"815","Over My Dead Body","Drake",0.742,0.516,0.555,1.95e-06,1,0.152,-10.258,1,0.288,186.108,4,0.567,272.573,"0"
"816","Pop Style","Drake",0.187,0.718,0.458,3.43e-06,4,0.105,-10.024,0,0.117,132.998,4,0.0514,212.947,"0"
"817","Pound Cake / Paris Morton Music 2","Drake",0.135,0.517,0.749,1.55e-05,2,0.114,-6.767,1,0.549,164.137,4,0.27,433.8,"0"
"818","Shot For Me","Drake",0.0696,0.532,0.471,0,7,0.57,-11.623,1,0.221,143.048,4,0.153,224.72,"0"
"819","Show Me A Good Time","Drake",0.0432,0.662,0.714,0,6,0.11,-6.027,0,0.173,128.344,4,0.696,210.36,"0"
"820","Started From The Bottom","Drake",0.0378,0.793,0.512,0,8,0.16,-7.871,1,0.188,86.35,4,0.542,174.133,"0"
"821","The Real Her","Drake",0.17,0.558,0.306,0,8,0.121,-14.048,1,0.378,130.282,4,0.536,321.08,"0"
"822","The Resistance","Drake",0.817,0.459,0.737,0,0,0.116,-7.924,1,0.223,161.584,4,0.607,225.36,"0"
"823","Under Ground Kings","Drake",7.11e-05,0.468,0.727,0,5,0.194,-7.344,0,0.276,156.327,4,0.439,212.613,"0"
"824","Wu-Tang Forever","Drake",0.0511,0.847,0.416,0,1,0.0996,-8.456,0,0.25,99.966,4,0.378,217.68,"0"
"825","Hotel California - Remastered","Eagles",0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609,391.376,"0"
"826","Don't","Ed Sheeran",0.0113,0.806,0.608,0,1,0.635,-7.008,1,0.0659,95.049,4,0.849,219.84,"0"
"827","Lego House","Ed Sheeran",0.562,0.592,0.637,0,11,0.13,-8.48,1,0.0992,159.701,4,0.565,185.093,"0"
"828","Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",0.779,0.587,0.299,0,8,0.123,-7.365,1,0.0263,94.992,3,0.356,259.55,"0"
"829","Photograph","Ed Sheeran",0.607,0.614,0.379,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,0.201,258.987,"0"
"830","Shape of You","Ed Sheeran",0.581,0.825,0.652,0,1,0.0931,-3.183,0,0.0802,95.977,4,0.931,233.713,"0"
"831","Sing","Ed Sheeran",0.304,0.818,0.67,1.22e-06,8,0.0601,-4.451,0,0.0472,119.988,4,0.939,235.382,"0"
"832","Sing","Ed Sheeran",0.304,0.818,0.67,1.22e-06,8,0.0601,-4.451,0,0.0472,119.988,4,0.939,235.382,"0"
"833","Small Bump","Ed Sheeran",0.689,0.81,0.436,0.000151,10,0.11,-12.683,1,0.0717,119.973,4,0.446,259.413,"0"
"834","Burn","Ellie Goulding",0.296,0.516,0.772,0,10,0.101,-5.031,0,0.0476,87.038,4,0.323,231.212,"0"
"835","Lights - Single Version","Ellie Goulding",0.0344,0.684,0.794,0.0445,8,0.111,-6.08,0,0.0375,120.024,4,0.773,211.8,"0"
"836","Don't Go Breaking My Heart - Remastered","Elton John",0.15,0.721,0.93,0,5,0.0943,-4.734,1,0.0389,131.607,4,0.815,266.147,"0"
"837","Tiny Dancer","Elton John",0.349,0.419,0.427,0.00029,0,0.158,-10.918,1,0.0281,145.301,4,0.237,377.093,"0"
"838","Can't Help Falling in Love","Elvis Presley",0.953,0.428,0.244,0.000144,2,0.102,-15.447,1,0.0269,100.495,3,0.39,179.773,"0"
"839","Jailhouse Rock","Elvis Presley",0.41,0.647,0.582,1.93e-06,10,0.0715,-9.538,0,0.0755,167.396,4,0.915,146.48,"0"
"840","Love The Way You Lie","Eminem",0.25,0.647,0.924,0,10,0.519,-4.957,1,0.33,173.962,4,0.614,263.373,"0"
"841","Not Afraid","Eminem",0.513,0.851,0.95,0,0,0.222,-1.097,0,0.269,114.661,5,0.679,248.133,"0"
"842","Rap God","Eminem",0.398,0.708,0.843,0,7,0.793,-2.678,1,0.305,148.164,4,0.633,363.521,"0"
"843","Stan","Eminem",0.0369,0.778,0.769,4.03e-06,6,0.548,-4.331,0,0.248,80.044,4,0.484,404.107,"0"
"844","Superman","Eminem",0.015,0.803,0.753,0,4,0.204,-3.542,0,0.0625,129.998,4,0.557,350.227,"0"
"845","The Monster","Eminem",0.0514,0.786,0.857,0,9,0.112,-3.765,1,0.0734,110.038,4,0.581,250.189,"0"
"846","The Real Slim Shady","Eminem",0.0339,0.95,0.665,0,5,0.0453,-4.286,0,0.061,104.504,4,0.76,284.2,"0"
"847","The Final Countdown","Europe",0.0628,0.536,0.844,0.00084,6,0.0608,-6.918,0,0.058,117.652,4,0.185,310.333,"0"
"848","Rocketeer","Far East Movement",0.166,0.666,0.819,0,4,0.261,-6.053,0,0.0466,95.999,4,0.408,211.253,"0"
"849","Fergalicious","Fergie",0.0568,0.904,0.598,0,8,0.111,-7.651,0,0.337,129.055,4,0.785,292.373,"0"
"850","Trap Queen","Fetty Wap",0.0244,0.746,0.873,0,7,0.354,-3.803,1,0.128,148.075,4,0.817,222.093,"0"
"851","100 Years","Five For Fighting",0.544,0.643,0.569,2.17e-05,7,0.178,-7.459,1,0.0276,120.507,4,0.275,244.6,"0"
"852","Superman (It's Not Easy)","Five For Fighting",0.0733,0.382,0.416,0,0,0.0719,-9.303,1,0.0302,102.089,4,0.125,221.693,"0"
"853","Club Can't Handle Me (feat. David Guetta)","Flo Rida",0.0283,0.616,0.869,0,0,0.064,-3.911,1,0.0327,127.966,4,0.473,234.56,"0"
"854","Low (feat T-Pain)","Flo Rida",0.0928,0.918,0.609,0,10,0.139,-5.64,0,0.0791,128.008,4,0.304,231.4,"0"
"855","Biking","Frank Ocean",0.681,0.673,0.463,4.9e-06,2,0.0907,-7.247,1,0.191,147.981,4,0.268,277.521,"0"
"856","Biking (Solo)","Frank Ocean",0.543,0.64,0.548,3.1e-06,7,0.303,-6.965,1,0.147,148.077,4,0.181,212.495,"0"
"857","Lens","Frank Ocean",0.588,0.681,0.333,0,9,0.086,-8.582,1,0.0974,118.05,4,0.564,227.655,"0"
"858","Novacane","Frank Ocean",0.0726,0.764,0.509,0.000603,3,0.162,-9.208,1,0.104,93.505,4,0.383,302.347,"0"
"859","Solo","Frank Ocean",0.849,0.444,0.287,2.82e-06,5,0.161,-10.631,0,0.0375,124.027,4,0.246,257.38,"0"
"860","Sweet Life","Frank Ocean",0.28,0.531,0.586,0,11,0.0824,-6.01,1,0.21,83.711,4,0.785,262.68,"0"
"861","Swim Good","Frank Ocean",0.00167,0.534,0.675,0.00178,0,0.0579,-8.477,1,0.106,79.796,4,0.684,257.187,"0"
"862","Fly Me To The Moon","Frank Sinatra",0.43,0.653,0.258,0,7,0.0629,-14.223,1,0.0517,119.355,4,0.347,147,"0"
"863","My Way","Frank Sinatra",0.395,0.279,0.454,0,2,0.198,-7.733,1,0.0316,150.661,4,0.216,274.933,"0"
"864","You Make Me Feel So Young - Remastered 1998","Frank Sinatra",0.383,0.577,0.306,0,9,0.18,-11.559,1,0.0427,125.166,4,0.568,177.4,"0"
"865","Carry On","fun.",0.118,0.388,0.694,0.000293,5,0.082,-5.769,1,0.0735,145.434,5,0.365,278.373,"0"
"866","Some Nights","fun.",0.0178,0.672,0.738,6.75e-05,0,0.0927,-7.045,1,0.0506,107.938,4,0.392,277.04,"0"
"867","F*ck Up Some Commas","Future",0.0698,0.874,0.568,1.38e-05,11,0.149,-5.896,0,0.224,139.995,4,0.46,237.4,"0"
"868","Same Damn Time","Future",0.0135,0.718,0.862,0,11,0.24,-4.915,1,0.0445,138.97,4,0.305,273,"0"
"869","Stick Talk","Future",0.0265,0.729,0.672,0,7,0.244,-6.749,1,0.282,159.903,4,0.595,171.333,"0"
"870","Spirit","Future Islands",0.211,0.755,0.791,0.141,10,0.0583,-5.437,1,0.0425,140.019,4,0.966,261.773,"0"
"871","Me, Myself & I","G-Eazy",0.0186,0.757,0.672,0,0,0.158,-6.524,0,0.0955,111.996,4,0.382,251.467,"0"
"872","Not Over You","Gavin DeGraw",0.255,0.63,0.894,0,10,0.181,-4.592,1,0.0544,142.051,4,0.364,218.52,"0"
"873","Love Remains The Same","Gavin Rossdale",0.236,0.406,0.632,0,4,0.18,-5.115,1,0.0344,149.258,4,0.109,249.44,"0"
"874","Feel Good Inc","Gorillaz",0.00836,0.818,0.705,0.00233,6,0.613,-6.679,1,0.177,138.559,4,0.772,222.64,"0"
"875","Somebody That I Used To Know","Gotye",0.565,0.857,0.517,0.000195,0,0.102,-6.972,1,0.0384,129.063,4,0.754,244.973,"0"
"876","Wake Me Up When September Ends","Green Day",0.023,0.546,0.814,0,7,0.0972,-5.146,1,0.0314,104.98,4,0.146,285.653,"0"
"877","Hollaback Girl","Gwen Stefani",0.38,0.92,0.918,2.71e-06,10,0.0289,-2.072,0,0.0887,110.02,4,0.915,199.907,"0"
"878","Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",0.0319,0.646,0.795,0,9,0.267,-3.293,1,0.0976,89.99,4,0.796,210.96,"0"
"879","The Fighter - feat. Ryan Tedder","Gym Class Heroes",0.0775,0.592,0.926,0,7,0.187,-3.469,1,0.126,99.018,4,0.432,228.533,"0"
"880","Tonight Tonight","Hot Chelle Rae",0.0764,0.686,0.783,0,4,0.163,-4.977,1,0.119,99.978,4,0.814,200.467,"0"
"881","Collide","Howie Day",0.222,0.636,0.625,5.35e-05,11,0.119,-7.895,1,0.0277,93.931,4,0.342,249.12,"0"
"882","Take Me to Church","Hozier",0.634,0.566,0.664,0,4,0.116,-5.303,0,0.0464,128.945,4,0.437,241.693,"0"
"883","Tuesday (feat. Drake)","ILoveMakonnen",0.215,0.77,0.664,0.000118,0,0.105,-5.604,1,0.211,140.163,4,0.472,321.987,"0"
"884","Demons","Imagine Dragons",0.23,0.499,0.73,0.00018,3,0.378,-2.831,1,0.0367,90.058,4,0.381,175.2,"0"
"885","I Bet My Life","Imagine Dragons",0.384,0.561,0.67,0.00035,1,0.477,-8.138,1,0.0422,107.986,4,0.572,192.707,"0"
"886","It's Time","Imagine Dragons",0.0178,0.656,0.879,0,2,0.109,-4.614,1,0.0362,104.997,4,0.9,237.987,"0"
"887","On Top Of The World","Imagine Dragons",0.0811,0.653,0.914,2.35e-05,0,0.0985,-5.499,1,0.123,100.019,4,0.808,189.84,"0"
"888","Radioactive","Imagine Dragons",0.126,0.478,0.799,0.000106,9,0.76,-3.614,1,0.0638,136.268,4,0.176,186.813,"0"
"889","Pretty Girls (feat. Travie McCoy)","Iyaz",0.0386,0.647,0.749,0,8,0.298,-5.019,1,0.0478,76.84,4,0.659,223.507,"0"
"890","A Tale of 2 Citiez","J. Cole",0.553,0.559,0.556,0,6,0.251,-7.844,1,0.531,189.861,4,0.362,269.787,"0"
"891","Can't Get Enough","J. Cole",0.139,0.768,0.62,0,2,0.521,-7.399,1,0.0658,132.035,4,0.589,225.96,"0"
"892","God's Gift","J. Cole",0.0311,0.332,0.791,0.000264,1,0.104,-4.489,0,0.22,79.65,4,0.439,212.8,"0"
"893","Lights Please","J. Cole",0.0293,0.813,0.563,0,7,0.125,-7.083,1,0.269,83.009,4,0.761,208.16,"0"
"894","Lost Ones","J. Cole",0.103,0.727,0.781,0,5,0.0537,-8.614,1,0.29,81.076,4,0.682,263.72,"0"
"895","Mr. Nice Watch","J. Cole",0.0929,0.556,0.574,0.000219,10,0.113,-8.555,0,0.0951,138.954,4,0.29,237.947,"0"
"896","No Role Modelz","J. Cole",0.302,0.696,0.521,0,10,0.0565,-8.465,0,0.332,100,4,0.458,292.987,"0"
"897","Runaway","J. Cole",0.195,0.475,0.757,0,2,0.37,-7.307,1,0.357,187.929,4,0.0707,314.493,"0"
"898","Wet Dreamz","J. Cole",0.0752,0.504,0.705,0,6,0.128,-8.205,0,0.364,175.483,4,0.584,239.32,"0"
"899","Do You Remember","Jack Johnson",0.789,0.596,0.291,6.93e-05,2,0.223,-11.525,1,0.0327,91.935,4,0.702,144.013,"0"
"900","Why","Jadakiss",0.0164,0.602,0.938,0,1,0.0612,-3.378,0,0.238,168.417,4,0.562,240,"0"
"901","Hold Back The River","James Bay",0.0523,0.718,0.702,0,5,0.0966,-7.292,1,0.0862,134.979,4,0.538,238.747,"0"
"902","You're Beautiful","James Blunt",0.633,0.675,0.479,1.76e-05,0,0.088,-9.87,0,0.0278,81.998,4,0.454,209.493,"0"
"903","The House That Heaven Built","Japandroids",0.000522,0.322,0.985,0.00865,0,0.0964,-3.494,1,0.14,161.195,4,0.0815,289.15,"0"
"904","The Nights of Wine and Roses","Japandroids",0.000265,0.213,0.926,0.00502,9,0.13,-5.034,1,0.0958,161.146,4,0.183,242.236,"0"
"905","Younger Us","Japandroids",4.47e-05,0.0692,0.977,0.0217,9,0.38,-2.972,1,0.0798,185.23,4,0.266,212.912,"0"
"906","Dirt Road Anthem","Jason Aldean",0.347,0.68,0.741,1.87e-06,2,0.117,-5.055,1,0.0357,127.024,4,0.635,229.4,"0"
"907","Margaritaville","Jimmy Buffett",0.736,0.804,0.542,0.00105,2,0.108,-13.654,1,0.0344,124.975,4,0.874,250.933,"0"
"908","The Middle","Jimmy Eat World",0.0424,0.629,0.897,0,2,0.263,-3.401,1,0.0483,161.944,4,0.93,168.253,"0"
"909","I Hate Myself for Loving You","Joan Jett",0.0846,0.611,0.883,1.2e-06,9,0.192,-11.225,1,0.0539,117.928,4,0.604,246.8,"0"
"910","Take Me Home, Country Roads","John Denver",0.546,0.255,0.43,1.87e-05,9,0.188,-12.564,1,0.0322,164.267,4,0.546,197.813,"0"
"911","Start A Fire","John Legend",0.0962,0.534,0.844,0,10,0.678,-6.112,0,0.0547,102.004,4,0.308,192.093,"0"
"912","Hurt","Johnny Cash",0.642,0.518,0.401,0.000185,9,0.118,-7.583,0,0.0284,92.148,4,0.171,216.533,"0"
"913","Carry Your Throne","Jon Bellion",0.446,0.45,0.839,0.000642,10,0.0941,-5.224,1,0.104,159.973,4,0.432,203.631,"0"
"914","Munny Right","Jon Bellion",0.632,0.575,0.503,9.26e-05,10,0.539,-6.22,1,0.147,90.674,4,0.214,253.779,"0"
"915","Any Way You Want It","Journey",0.00251,0.529,0.932,0.00109,7,0.136,-7.501,1,0.0488,138.158,4,0.571,201.693,"0"
"916","Open Arms","Journey",0.584,0.405,0.21,0,2,0.139,-13.214,1,0.0279,100.577,3,0.174,202.173,"0"
"917","Separate Ways (Worlds Apart)","Journey",0.0188,0.451,0.962,3.17e-06,0,0.277,-3.947,1,0.0734,131.435,4,0.377,323.707,"0"
"918","As Long As You Love Me","Justin Bieber",0.0748,0.557,0.877,0,0,0.356,-3.321,0,0.107,139.817,4,0.612,229.467,"0"
"919","Baby","Justin Bieber",0.0544,0.656,0.841,0,5,0.122,-5.183,0,0.232,65.024,4,0.522,214.24,"0"
"920","Confident","Justin Bieber",0.103,0.733,0.57,0,5,0.219,-5.469,0,0.114,134.08,4,0.883,248.133,"0"
"921","Love Yourself","Justin Bieber",0.856,0.607,0.376,0,4,0.285,-9.954,1,0.453,102.541,4,0.545,233.72,"0"
"922","Not a Bad Thing","Justin Timberlake",0.271,0.594,0.729,0,2,0.383,-5.774,1,0.0626,86.032,4,0.459,266.294,"0"
"923","SexyBack","Justin Timberlake",0.0584,0.967,0.583,0,7,0.0519,-5.562,0,0.0789,117,4,0.964,242.733,"0"
"924","All Falls Down","Kanye West",0.184,0.643,0.717,0,8,0.152,-4.876,0,0.506,90.893,4,0.46,223.507,"0"
"925","Amazing","Kanye West",0.218,0.579,0.545,0.0913,8,0.0642,-8.354,1,0.0418,73.034,4,0.483,238.333,"0"
"926","Barry Bonds","Kanye West",0.0452,0.475,0.613,0,1,0.294,-6.217,1,0.382,166.755,4,0.718,204.307,"0"
"927","Blame Game","Kanye West",0.296,0.622,0.58,9.78e-05,5,0.12,-5.87,0,0.0447,86.322,4,0.685,469.867,"0"
"928","Champion","Kanye West",0.00315,0.481,0.505,0,3,0.67,-8.19,0,0.296,98.331,4,0.765,167.6,"0"
"929","Christmas In Harlem","Kanye West",0.3,0.564,0.801,0,1,0.106,-4.7,0,0.187,85.836,4,0.802,236.213,"0"
"930","Facts (Charlie Heat Version)","Kanye West",0.0465,0.769,0.648,0,1,0.201,-3.78,0,0.177,142.074,4,0.401,200.733,"0"
"931","Feedback","Kanye West",0.593,0.837,0.562,0,1,0.104,-6.038,1,0.492,100.17,4,0.149,147.24,"0"
"932","Good Life","Kanye West",0.00376,0.435,0.802,0,1,0.467,-6.871,1,0.324,84.267,4,0.454,207,"0"
"933","Gorgeous","Kanye West",0.0255,0.6,0.736,0.000139,1,0.167,-3.533,0,0.0364,91.99,4,0.122,357.653,"0"
"934","Guilt Trip","Kanye West",0.151,0.62,0.658,1.11e-05,4,0.145,-6.054,0,0.0638,138.995,4,0.589,243.747,"0"
"935","Heard 'Em Say","Kanye West",0.055,0.736,0.702,0.0394,7,0.124,-8.437,0,0.181,94.857,4,0.569,203.733,"0"
"936","Heartless","Kanye West",0.0401,0.789,0.65,0,10,0.249,-6.16,0,0.121,87.983,4,0.617,211,"0"
"937","Hell Of A Life","Kanye West",0.00136,0.436,0.817,0.000199,10,0.106,-5.391,0,0.18,177.991,4,0.493,327.787,"0"
"938","Highlights","Kanye West",0.00573,0.545,0.625,0,2,0.304,-6.234,1,0.162,101.963,4,0.377,199.867,"0"
"939","Hold My Liquor","Kanye West",0.0147,0.493,0.333,5.66e-06,8,0.116,-10.313,1,0.0342,106.808,4,0.0399,326.947,"0"
"940","I Love Kanye","Kanye West",0.581,0.664,0.383,0,9,0.234,-7.807,1,0.764,159.613,4,0.963,44.827,"0"
"941","I'm In It","Kanye West",0.13,0.573,0.599,0,1,0.0642,-4.584,1,0.352,120.142,4,0.45,234.853,"0"
"942","Love Lockdown","Kanye West",0.0539,0.756,0.529,0.392,1,0.112,-7.659,0,0.0329,119.573,4,0.123,270.307,"0"
"943","Low Lights","Kanye West",0.726,0.583,0.582,0,7,0.123,-4.745,1,0.115,96.606,4,0.568,131.773,"0"
"944","Never Let Me Down","Kanye West",0.394,0.472,0.811,0,11,0.178,-4.856,0,0.375,81.051,4,0.636,324.44,"0"
"945","Only One","Kanye West",0.939,0.723,0.246,0,0,0.111,-6.026,1,0.0409,102.208,4,0.127,280.227,"0"
"946","Real Friends","Kanye West",0.268,0.445,0.746,0.00033,6,0.138,-6.281,0,0.456,170.612,4,0.121,251.573,"0"
"947","Send It Up","Kanye West",0.3,0.698,0.547,6.34e-05,9,0.328,-5.21,1,0.33,93.003,4,0.404,178.04,"0"
"948","Stronger","Kanye West",0.00728,0.625,0.726,0,10,0.318,-7.731,0,0.155,103.98,4,0.483,311.867,"0"
"949","Touch The Sky","Kanye West",0.0158,0.597,0.848,0,9,0.374,-4.835,1,0.355,106.302,4,0.545,235.5,"0"
"950","Ultralight Beam","Kanye West",0.637,0.596,0.393,0,8,0.539,-8.714,1,0.383,107.425,4,0.36,320.68,"0"
"951","Wolves","Kanye West",0.186,0.539,0.399,0.00255,1,0.131,-8.016,1,0.045,78.248,4,0.118,301.587,"0"
"952","Dark Horse","Katy Perry",0.00314,0.645,0.585,0,6,0.165,-6.122,1,0.0513,131.931,4,0.353,215.672,"0"
"953","Firework","Katy Perry",0.141,0.638,0.832,0,8,0.113,-5.039,1,0.049,124.071,4,0.648,227.893,"0"
"954","Part Of Me","Katy Perry",0.000417,0.678,0.918,0,5,0.0744,-4.63,1,0.0355,130.028,4,0.769,216.16,"0"
"955","Roar","Katy Perry",0.00487,0.554,0.772,6.6e-06,7,0.354,-4.821,0,0.0418,179.984,4,0.455,223.546,"0"
"956","Swish Swish","Katy Perry",0.0192,0.836,0.705,1.47e-05,5,0.107,-5.221,0,0.0537,119.949,4,0.553,242.51,"0"
"957","Somewhere Only We Know","Keane",0.0597,0.447,0.662,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,4,0.307,236.16,"0"
"958","Compton","Kendrick Lamar",0.0773,0.327,0.906,0,1,0.381,-4.418,0,0.4,170.64,4,0.235,248.093,"0"
"959","GOD.","Kendrick Lamar",0.0377,0.696,0.565,0,0,0.199,-5.933,1,0.0892,132.893,4,0.216,248.827,"0"
"960","LOVE. FEAT. ZACARI.","Kendrick Lamar",0.29,0.798,0.582,0,10,0.153,-7.38,1,0.103,126.075,4,0.766,213.4,"0"
